,State,Date,Total,lag_1,lag_7,lag_30,month,week,quarter,year,is_holiday
3793,Indiana,2020-03-15,139416011.0,124331397.0,111034723.0,286576558.0,3,11,1,2020,0
5642,Indiana,2020-03-22,138751371.0,139416011.0,116658532.0,300303597.0,3,12,1,2020,0
7491,Indiana,2020-03-29,117694236.0,138751371.0,115649156.0,324769883.0,3,13,1,2020,0
525,Indiana,2020-04-05,121100727.0,117694236.0,115526771.0,320376885.0,4,14,2,2020,0
1041,Indiana,2020-04-12,127886318.0,121100727.0,117564245.0,309761429.0,4,15,2,2020,0
4868,Indiana,2020-04-19,127241009.0,127886318.0,122128860.0,317674936.0,4,16,2,2020,0
6717,Indiana,2020-04-26,126769643.0,127241009.0,124331397.0,327722103.0,4,17,2,2020,0
396,Indiana,2020-05-03,131456101.0,126769643.0,139416011.0,127850725.0,5,18,2,2020,0
912,Indiana,2020-05-10,134548294.0,131456101.0,138751371.0,124695383.0,5,19,2,2020,0
4352,Indiana,2020-05-17,134296408.0,134548294.0,117694236.0,119459991.0,5,20,2,2020,0
6201,Indiana,2020-05-24,143051261.0,134296408.0,121100727.0,117871951.0,5,21,2,2020,0
7964,Indiana,2020-05-31,138437086.0,143051261.0,127886318.0,117416242.0,5,22,2,2020,0
697,Indiana,2020-06-07,144255565.0,138437086.0,127241009.0,116620226.0,6,23,2,2020,0
3621,Indiana,2020-06-14,143814236.0,144255565.0,126769643.0,118206970.0,6,24,2,2020,0
5470,Indiana,2020-06-21,143264040.0,143814236.0,131456101.0,122410437.0,6,25,2,2020,0
7319,Indiana,2020-06-28,146009547.0,143264040.0,134548294.0,117489219.0,6,26,2,2020,0
568,Indiana,2020-07-05,157947108.0,146009547.0,134296408.0,116356931.0,7,27,3,2020,0
1084,Indiana,2020-07-12,143800891.0,157947108.0,143051261.0,120252021.0,7,28,3,2020,0
4954,Indiana,2020-07-19,146675199.0,143800891.0,138437086.0,128150634.0,7,29,3,2020,0
6803,Indiana,2020-07-26,140947398.0,146675199.0,144255565.0,119937601.0,7,30,3,2020,0
353,Indiana,2020-08-02,140146752.0,140947398.0,143814236.0,115775164.0,8,31,3,2020,0
869,Indiana,2020-08-09,141463339.0,140146752.0,143264040.0,116809953.0,8,32,3,2020,0
4180,Indiana,2020-08-16,142549613.0,141463339.0,146009547.0,118935094.0,8,33,3,2020,0
6029,Indiana,2020-08-23,140948983.0,142549613.0,157947108.0,111034723.0,8,34,3,2020,0
7835,Indiana,2020-08-30,141686411.0,140948983.0,143800891.0,116658532.0,8,35,3,2020,0
611,Indiana,2020-09-06,138670536.0,141686411.0,146675199.0,115649156.0,9,36,3,2020,0
3363,Indiana,2020-09-13,136944933.0,138670536.0,140947398.0,115526771.0,9,37,3,2020,0
5212,Indiana,2020-09-20,136103330.0,136944933.0,140146752.0,117564245.0,9,38,3,2020,0
7061,Indiana,2020-09-27,134674309.0,136103330.0,141463339.0,122128860.0,9,39,3,2020,0
439,Indiana,2020-10-04,132507588.0,134674309.0,142549613.0,124331397.0,10,40,4,2020,0
955,Indiana,2020-10-11,131283884.0,132507588.0,140948983.0,139416011.0,10,41,4,2020,0
4653,Indiana,2020-10-18,129107106.0,131283884.0,141686411.0,138751371.0,10,42,4,2020,0
6502,Indiana,2020-10-25,127075613.0,129107106.0,138670536.0,117694236.0,10,43,4,2020,0
267,Indiana,2020-11-01,126201511.0,127075613.0,136944933.0,121100727.0,11,44,4,2020,0
783,Indiana,2020-11-08,128086368.0,126201511.0,136103330.0,127886318.0,11,45,4,2020,0
3922,Indiana,2020-11-15,130455323.0,128086368.0,134674309.0,127241009.0,11,46,4,2020,0
5771,Indiana,2020-11-22,133432690.0,130455323.0,132507588.0,126769643.0,11,47,4,2020,0
7620,Indiana,2020-11-29,128159889.0,133432690.0,131283884.0,131456101.0,11,48,4,2020,0
654,Indiana,2020-12-06,122077377.0,128159889.0,129107106.0,134548294.0,12,49,4,2020,0
3492,Indiana,2020-12-13,128019493.0,122077377.0,127075613.0,134296408.0,12,50,4,2020,0
5341,Indiana,2020-12-20,133118911.0,128019493.0,126201511.0,143051261.0,12,51,4,2020,0
7190,Indiana,2020-12-27,130197786.0,133118911.0,128086368.0,138437086.0,12,52,4,2020,0
1213,Indiana,2021-01-03,124091850.0,130197786.0,130455323.0,144255565.0,1,53,1,2021,0
1729,Indiana,2021-01-10,123636113.0,124091850.0,133432690.0,143814236.0,1,1,1,2021,0
4266,Indiana,2021-01-17,128577177.0,123636113.0,128159889.0,143264040.0,1,2,1,2021,0
6115,Indiana,2021-01-24,124676972.0,128577177.0,122077377.0,146009547.0,1,3,1,2021,0
7921,Indiana,2021-01-31,127354831.0,124676972.0,128019493.0,157947108.0,1,4,1,2021,0
1514,Indiana,2021-02-07,125502845.0,127354831.0,133118911.0,143800891.0,2,5,1,2021,0
3535,Indiana,2021-02-14,125762667.0,125502845.0,130197786.0,146675199.0,2,6,1,2021,0
5384,Indiana,2021-02-21,124536407.0,125762667.0,124091850.0,140947398.0,2,7,1,2021,0
7233,Indiana,2021-02-28,129668750.0,124536407.0,123636113.0,140146752.0,2,8,1,2021,0
1557,Indiana,2021-03-07,134629998.0,129668750.0,128577177.0,141463339.0,3,9,1,2021,0
3578,Indiana,2021-03-14,150372215.0,134629998.0,124676972.0,142549613.0,3,10,1,2021,0
5427,Indiana,2021-03-21,150386321.0,150372215.0,127354831.0,140948983.0,3,11,1,2021,0
7276,Indiana,2021-03-28,130329188.0,150386321.0,125502845.0,141686411.0,3,12,1,2021,0
1299,Indiana,2021-04-04,135173535.0,130329188.0,125762667.0,138670536.0,4,13,2,2021,0
1815,Indiana,2021-04-11,136162877.0,135173535.0,124536407.0,136944933.0,4,14,2,2021,0
4524,Indiana,2021-04-18,135305521.0,136162877.0,129668750.0,136103330.0,4,15,2,2021,0
6373,Indiana,2021-04-25,138778033.0,135305521.0,134629998.0,134674309.0,4,16,2,2021,0
1170,Indiana,2021-05-02,143657224.0,138778033.0,150372215.0,132507588.0,5,17,2,2021,0
1686,Indiana,2021-05-09,143864880.0,143657224.0,150386321.0,131283884.0,5,18,2,2021,0
4137,Indiana,2021-05-16,143572669.0,143864880.0,130329188.0,129107106.0,5,19,2,2021,0
5986,Indiana,2021-05-23,152381777.0,143572669.0,135173535.0,127075613.0,5,20,2,2021,0
7792,Indiana,2021-05-30,156489210.0,152381777.0,136162877.0,126201511.0,5,21,2,2021,0
1471,Indiana,2021-06-06,152115833.0,156489210.0,135305521.0,128086368.0,6,22,2,2021,0
3320,Indiana,2021-06-13,157382641.0,152115833.0,138778033.0,130455323.0,6,23,2,2021,0
5169,Indiana,2021-06-20,160605817.0,157382641.0,143657224.0,133432690.0,6,24,2,2021,0
7018,Indiana,2021-06-27,151626564.0,160605817.0,143864880.0,128159889.0,6,25,2,2021,0
1342,Indiana,2021-07-04,166676546.0,151626564.0,143572669.0,122077377.0,7,26,3,2021,0
1858,Indiana,2021-07-11,153095084.0,166676546.0,152381777.0,128019493.0,7,27,3,2021,0
4567,Indiana,2021-07-18,152121652.0,153095084.0,156489210.0,133118911.0,7,28,3,2021,0
6416,Indiana,2021-07-25,154413738.0,152121652.0,152115833.0,130197786.0,7,29,3,2021,0
1127,Indiana,2021-08-01,151862964.0,154413738.0,157382641.0,124091850.0,8,30,3,2021,0
1643,Indiana,2021-08-08,150564393.0,151862964.0,160605817.0,123636113.0,8,31,3,2021,0
3879,Indiana,2021-08-15,155768675.0,150564393.0,151626564.0,128577177.0,8,32,3,2021,0
5728,Indiana,2021-08-22,155327368.0,155768675.0,166676546.0,124676972.0,8,33,3,2021,0
7577,Indiana,2021-08-29,157342317.0,155327368.0,153095084.0,127354831.0,8,34,3,2021,0
1385,Indiana,2021-09-05,153501543.0,157342317.0,152121652.0,125502845.0,9,35,3,2021,0
1901,Indiana,2021-09-12,146855493.0,153501543.0,154413738.0,125762667.0,9,36,3,2021,0
4997,Indiana,2021-09-19,148392708.0,146855493.0,151862964.0,124536407.0,9,37,3,2021,0
6846,Indiana,2021-09-26,144973769.0,148392708.0,150564393.0,129668750.0,9,38,3,2021,0
1256,Indiana,2021-10-03,205571442.0,144973769.0,155768675.0,134629998.0,10,39,4,2021,0
1772,Indiana,2021-10-10,204222463.0,205571442.0,155327368.0,150372215.0,10,40,4,2021,0
4438,Indiana,2021-10-17,201261578.0,204222463.0,157342317.0,150386321.0,10,41,4,2021,0
6287,Indiana,2021-10-24,198294087.0,201261578.0,153501543.0,130329188.0,10,42,4,2021,0
8050,Indiana,2021-10-31,194870633.0,198294087.0,146855493.0,135173535.0,10,43,4,2021,0
1600,Indiana,2021-11-07,195899422.0,194870633.0,148392708.0,136162877.0,11,44,4,2021,0
3707,Indiana,2021-11-14,201623508.0,195899422.0,144973769.0,135305521.0,11,45,4,2021,0
5556,Indiana,2021-11-21,205513525.0,201623508.0,205571442.0,138778033.0,11,46,4,2021,0
7405,Indiana,2021-11-28,192477586.0,205513525.0,204222463.0,143657224.0,11,47,4,2021,0
1428,Indiana,2021-12-05,189111354.0,192477586.0,201261578.0,143864880.0,12,48,4,2021,0
1944,Indiana,2021-12-12,198276752.0,189111354.0,198294087.0,143572669.0,12,49,4,2021,0
5040,Indiana,2021-12-19,208021927.0,198276752.0,194870633.0,152381777.0,12,50,4,2021,0
6889,Indiana,2021-12-26,202810432.0,208021927.0,195899422.0,156489210.0,12,51,4,2021,0
2030,Indiana,2022-01-02,190740274.0,202810432.0,201623508.0,152115833.0,1,52,1,2022,0
2546,Indiana,2022-01-09,190489567.0,190740274.0,205513525.0,157382641.0,1,1,1,2022,0
4008,Indiana,2022-01-16,200986654.0,190489567.0,192477586.0,160605817.0,1,2,1,2022,0
5857,Indiana,2022-01-23,190665257.0,200986654.0,189111354.0,151626564.0,1,3,1,2022,0
7706,Indiana,2022-01-30,194169760.0,190665257.0,198276752.0,166676546.0,1,4,1,2022,0
2331,Indiana,2022-02-06,194929081.0,194169760.0,208021927.0,153095084.0,2,5,1,2022,0
3234,Indiana,2022-02-13,195285776.0,194929081.0,202810432.0,152121652.0,2,6,1,2022,0
5083,Indiana,2022-02-20,191968142.0,195285776.0,190740274.0,154413738.0,2,7,1,2022,0
6932,Indiana,2022-02-27,200298365.0,191968142.0,190489567.0,151862964.0,2,8,1,2022,0
2374,Indiana,2022-03-06,202181303.0,200298365.0,200986654.0,150564393.0,3,9,1,2022,0
3277,Indiana,2022-03-13,205372538.0,202181303.0,190665257.0,155768675.0,3,10,1,2022,0
5126,Indiana,2022-03-20,205327214.0,205372538.0,194169760.0,155327368.0,3,11,1,2022,0
6975,Indiana,2022-03-27,201956399.0,205327214.0,194929081.0,157342317.0,3,12,1,2022,0
2116,Indiana,2022-04-03,206089832.0,201956399.0,195285776.0,153501543.0,4,13,2,2022,0
2632,Indiana,2022-04-10,208023752.0,206089832.0,191968142.0,146855493.0,4,14,2,2022,0
4309,Indiana,2022-04-17,215450721.0,208023752.0,200298365.0,148392708.0,4,15,2,2022,0
6158,Indiana,2022-04-24,205818236.0,215450721.0,202181303.0,144973769.0,4,16,2,2022,0
1987,Indiana,2022-05-01,212444441.0,205818236.0,205372538.0,205571442.0,5,17,2,2022,0
2503,Indiana,2022-05-08,213902089.0,212444441.0,205327214.0,204222463.0,5,18,2,2022,0
3836,Indiana,2022-05-15,222954021.0,213902089.0,201956399.0,201261578.0,5,19,2,2022,0
5685,Indiana,2022-05-22,231422188.0,222954021.0,206089832.0,198294087.0,5,20,2,2022,0
7534,Indiana,2022-05-29,231492773.0,231422188.0,208023752.0,194870633.0,5,21,2,2022,0
2288,Indiana,2022-06-05,223844828.0,231492773.0,215450721.0,195899422.0,6,22,2,2022,0
2804,Indiana,2022-06-12,224741381.0,223844828.0,205818236.0,201623508.0,6,23,2,2022,0
4911,Indiana,2022-06-19,232822647.0,224741381.0,212444441.0,205513525.0,6,24,2,2022,0
6760,Indiana,2022-06-26,231333341.0,232822647.0,213902089.0,192477586.0,6,25,2,2022,0
2159,Indiana,2022-07-03,245802193.0,231333341.0,222954021.0,189111354.0,7,26,3,2022,0
2675,Indiana,2022-07-10,225822175.0,245802193.0,231422188.0,198276752.0,7,27,3,2022,0
4395,Indiana,2022-07-17,226763655.0,225822175.0,231492773.0,208021927.0,7,28,3,2022,0
6244,Indiana,2022-07-24,230490077.0,226763655.0,223844828.0,202810432.0,7,29,3,2022,0
8007,Indiana,2022-07-31,228600502.0,230490077.0,224741381.0,190740274.0,7,30,3,2022,0
2460,Indiana,2022-08-07,233222693.0,228600502.0,232822647.0,190489567.0,8,31,3,2022,0
3664,Indiana,2022-08-14,231687005.0,233222693.0,231333341.0,200986654.0,8,32,3,2022,0
5513,Indiana,2022-08-21,232468230.0,231687005.0,245802193.0,190665257.0,8,33,3,2022,0
7362,Indiana,2022-08-28,233265352.0,232468230.0,225822175.0,194169760.0,8,34,3,2022,0
2202,Indiana,2022-09-04,231355927.0,233265352.0,226763655.0,194929081.0,9,35,3,2022,0
2718,Indiana,2022-09-11,225562302.0,231355927.0,230490077.0,195285776.0,9,36,3,2022,0
4610,Indiana,2022-09-18,226801841.0,225562302.0,228600502.0,191968142.0,9,37,3,2022,0
6459,Indiana,2022-09-25,220893361.0,226801841.0,233222693.0,200298365.0,9,38,3,2022,0
2073,Indiana,2022-10-02,219252982.0,220893361.0,231687005.0,202181303.0,10,39,4,2022,0
2589,Indiana,2022-10-09,216869531.0,219252982.0,232468230.0,205372538.0,10,40,4,2022,0
4223,Indiana,2022-10-16,213503257.0,216869531.0,233265352.0,205327214.0,10,41,4,2022,0
6072,Indiana,2022-10-23,209982292.0,213503257.0,231355927.0,201956399.0,10,42,4,2022,0
7878,Indiana,2022-10-30,208293556.0,209982292.0,225562302.0,206089832.0,10,43,4,2022,0
2417,Indiana,2022-11-06,207047247.0,208293556.0,226801841.0,208023752.0,11,44,4,2022,0
3449,Indiana,2022-11-13,212211042.0,207047247.0,220893361.0,215450721.0,11,45,4,2022,0
5298,Indiana,2022-11-20,214986854.0,212211042.0,219252982.0,205818236.0,11,46,4,2022,0
7147,Indiana,2022-11-27,213289682.0,214986854.0,216869531.0,212444441.0,11,47,4,2022,0
2245,Indiana,2022-12-04,200675535.0,213289682.0,213503257.0,213902089.0,12,48,4,2022,0
2761,Indiana,2022-12-11,209083531.0,200675535.0,209982292.0,222954021.0,12,49,4,2022,0
4696,Indiana,2022-12-18,218718280.0,209083531.0,208293556.0,231422188.0,12,50,4,2022,0
6545,Indiana,2022-12-25,229211987.0,218718280.0,207047247.0,231492773.0,12,51,4,2022,0
2847,Indiana,2023-01-01,198002149.0,229211987.0,212211042.0,223844828.0,1,52,1,2023,0
3062,Indiana,2023-01-08,196394618.0,198002149.0,214986854.0,224741381.0,1,1,1,2023,0
3750,Indiana,2023-01-15,204160488.0,196394618.0,213289682.0,232822647.0,1,2,1,2023,0
5599,Indiana,2023-01-22,202091664.0,204160488.0,200675535.0,231333341.0,1,3,1,2023,0
7448,Indiana,2023-01-29,201375177.0,202091664.0,209083531.0,245802193.0,1,4,1,2023,0
2933,Indiana,2023-02-05,206145477.0,201375177.0,218718280.0,225822175.0,2,5,1,2023,0
3148,Indiana,2023-02-12,210189134.0,206145477.0,229211987.0,226763655.0,2,6,1,2023,0
4782,Indiana,2023-02-19,207748355.0,210189134.0,198002149.0,230490077.0,2,7,1,2023,0
6631,Indiana,2023-02-26,210958999.0,207748355.0,196394618.0,228600502.0,2,8,1,2023,0
2976,Indiana,2023-03-05,218242635.0,210958999.0,204160488.0,233222693.0,3,9,1,2023,0
3191,Indiana,2023-03-12,233961027.0,218242635.0,202091664.0,231687005.0,3,10,1,2023,0
4825,Indiana,2023-03-19,231016339.0,233961027.0,201375177.0,232468230.0,3,11,1,2023,0
6674,Indiana,2023-03-26,207930971.0,231016339.0,206145477.0,233265352.0,3,12,1,2023,0
2890,Indiana,2023-04-02,209455408.0,207930971.0,210189134.0,231355927.0,4,13,2,2023,0
3105,Indiana,2023-04-09,223116175.0,209455408.0,207748355.0,225562302.0,4,14,2,2023,0
4094,Indiana,2023-04-16,225317024.0,223116175.0,210958999.0,226801841.0,4,15,2,2023,0
5943,Indiana,2023-04-23,224558086.0,225317024.0,218242635.0,220893361.0,4,16,2,2023,0
7749,Indiana,2023-04-30,227926725.0,224558086.0,233961027.0,219252982.0,4,17,2,2023,0
3019,Indiana,2023-05-07,232091906.0,227926725.0,231016339.0,216869531.0,5,18,2,2023,0
96,Iowa,2019-10-06,63444415.0,232091906.0,207930971.0,213503257.0,10,40,4,2019,0
3407,Iowa,2019-10-13,63034590.0,63444415.0,209455408.0,209982292.0,10,41,4,2019,0
5256,Iowa,2019-10-20,62527284.0,63034590.0,223116175.0,208293556.0,10,42,4,2019,0
7105,Iowa,2019-10-27,63267657.0,62527284.0,225317024.0,207047247.0,10,43,4,2019,0
53,Iowa,2019-11-03,62361904.0,63267657.0,224558086.0,212211042.0,11,44,4,2019,0
182,Iowa,2019-11-10,62117990.0,62361904.0,227926725.0,214986854.0,11,45,4,2019,0
4482,Iowa,2019-11-17,64211461.0,62117990.0,232091906.0,213289682.0,11,46,4,2019,0
6331,Iowa,2019-11-24,62835744.0,64211461.0,63444415.0,200675535.0,11,47,4,2019,0
10,Iowa,2019-12-01,60702758.0,62835744.0,63034590.0,209083531.0,12,48,4,2019,0
139,Iowa,2019-12-08,63074140.0,60702758.0,62527284.0,218718280.0,12,49,4,2019,0
3966,Iowa,2019-12-15,63146272.0,63074140.0,63267657.0,229211987.0,12,50,4,2019,0
5815,Iowa,2019-12-22,67258273.0,63146272.0,62361904.0,198002149.0,12,51,4,2019,0
7664,Iowa,2019-12-29,59575156.0,67258273.0,62117990.0,196394618.0,12,52,4,2019,0
483,Iowa,2020-01-05,59067696.0,59575156.0,64211461.0,204160488.0,1,1,1,2020,0
999,Iowa,2020-01-12,60918899.0,59067696.0,62835744.0,202091664.0,1,2,1,2020,0
4740,Iowa,2020-01-19,59727420.0,60918899.0,60702758.0,201375177.0,1,3,1,2020,0
6589,Iowa,2020-01-26,58551029.0,59727420.0,63074140.0,206145477.0,1,4,1,2020,0
311,Iowa,2020-02-02,60863495.0,58551029.0,63146272.0,210189134.0,2,5,1,2020,0
827,Iowa,2020-02-09,59036831.0,60863495.0,67258273.0,207748355.0,2,6,1,2020,0
4052,Iowa,2020-02-16,60434569.0,59036831.0,59575156.0,210958999.0,2,7,1,2020,0
5901,Iowa,2020-02-23,60677984.0,60434569.0,59067696.0,218242635.0,2,8,1,2020,0
225,Iowa,2020-03-01,64202566.0,60677984.0,60918899.0,233961027.0,3,9,1,2020,0
741,Iowa,2020-03-08,65961485.0,64202566.0,59727420.0,231016339.0,3,10,1,2020,0
3794,Iowa,2020-03-15,72534465.0,65961485.0,58551029.0,207930971.0,3,11,1,2020,0
5643,Iowa,2020-03-22,69277942.0,72534465.0,60863495.0,209455408.0,3,12,1,2020,0
7492,Iowa,2020-03-29,62548451.0,69277942.0,59036831.0,223116175.0,3,13,1,2020,0
526,Iowa,2020-04-05,66389957.0,62548451.0,60434569.0,225317024.0,4,14,2,2020,0
1042,Iowa,2020-04-12,66163154.0,66389957.0,60677984.0,224558086.0,4,15,2,2020,0
4869,Iowa,2020-04-19,67003318.0,66163154.0,64202566.0,227926725.0,4,16,2,2020,0
6718,Iowa,2020-04-26,67021799.0,67003318.0,65961485.0,232091906.0,4,17,2,2020,0
397,Iowa,2020-05-03,71602720.0,67021799.0,72534465.0,63444415.0,5,18,2,2020,0
913,Iowa,2020-05-10,70346550.0,71602720.0,69277942.0,63034590.0,5,19,2,2020,0
4353,Iowa,2020-05-17,70218530.0,70346550.0,62548451.0,62527284.0,5,20,2,2020,0
6202,Iowa,2020-05-24,72411482.0,70218530.0,66389957.0,63267657.0,5,21,2,2020,0
7965,Iowa,2020-05-31,69696599.0,72411482.0,66163154.0,62361904.0,5,22,2,2020,0
698,Iowa,2020-06-07,79630034.0,69696599.0,67003318.0,62117990.0,6,23,2,2020,0
3622,Iowa,2020-06-14,75197006.0,79630034.0,67021799.0,64211461.0,6,24,2,2020,0
5471,Iowa,2020-06-21,72152021.0,75197006.0,71602720.0,62835744.0,6,25,2,2020,0
7320,Iowa,2020-06-28,77381431.0,72152021.0,70346550.0,60702758.0,6,26,2,2020,0
569,Iowa,2020-07-05,80322689.0,77381431.0,70218530.0,63074140.0,7,27,3,2020,0
1085,Iowa,2020-07-12,76363182.0,80322689.0,72411482.0,63146272.0,7,28,3,2020,0
4955,Iowa,2020-07-19,76522154.0,76363182.0,69696599.0,67258273.0,7,29,3,2020,0
6804,Iowa,2020-07-26,72772273.0,76522154.0,79630034.0,59575156.0,7,30,3,2020,0
354,Iowa,2020-08-02,75647606.0,72772273.0,75197006.0,59067696.0,8,31,3,2020,0
870,Iowa,2020-08-09,74943873.0,75647606.0,72152021.0,60918899.0,8,32,3,2020,0
4181,Iowa,2020-08-16,73974142.0,74943873.0,77381431.0,59727420.0,8,33,3,2020,0
6030,Iowa,2020-08-23,73771597.0,73974142.0,80322689.0,58551029.0,8,34,3,2020,0
7836,Iowa,2020-08-30,73745120.0,73771597.0,76363182.0,60863495.0,8,35,3,2020,0
612,Iowa,2020-09-06,72476738.0,73745120.0,76522154.0,59036831.0,9,36,3,2020,0
3364,Iowa,2020-09-13,67693988.0,72476738.0,72772273.0,60434569.0,9,37,3,2020,0
5213,Iowa,2020-09-20,68574622.0,67693988.0,75647606.0,60677984.0,9,38,3,2020,0
7062,Iowa,2020-09-27,67464351.0,68574622.0,74943873.0,64202566.0,9,39,3,2020,0
440,Iowa,2020-10-04,67069562.0,67464351.0,73974142.0,65961485.0,10,40,4,2020,0
956,Iowa,2020-10-11,68954557.0,67069562.0,73771597.0,72534465.0,10,41,4,2020,0
4654,Iowa,2020-10-18,66751333.0,68954557.0,73745120.0,69277942.0,10,42,4,2020,0
6503,Iowa,2020-10-25,64181269.0,66751333.0,72476738.0,62548451.0,10,43,4,2020,0
268,Iowa,2020-11-01,65694281.0,64181269.0,67693988.0,66389957.0,11,44,4,2020,0
784,Iowa,2020-11-08,67146619.0,65694281.0,68574622.0,66163154.0,11,45,4,2020,0
3923,Iowa,2020-11-15,65557144.0,67146619.0,67464351.0,67003318.0,11,46,4,2020,0
5772,Iowa,2020-11-22,67064477.0,65557144.0,67069562.0,67021799.0,11,47,4,2020,0
7621,Iowa,2020-11-29,61554063.0,67064477.0,68954557.0,71602720.0,11,48,4,2020,0
655,Iowa,2020-12-06,65202298.0,61554063.0,66751333.0,70346550.0,12,49,4,2020,0
3493,Iowa,2020-12-13,64664951.0,65202298.0,64181269.0,70218530.0,12,50,4,2020,0
5342,Iowa,2020-12-20,67615055.0,64664951.0,65694281.0,72411482.0,12,51,4,2020,0
7191,Iowa,2020-12-27,62352024.0,67615055.0,67146619.0,69696599.0,12,52,4,2020,0
1214,Iowa,2021-01-03,61085596.0,62352024.0,65557144.0,79630034.0,1,53,1,2021,0
1730,Iowa,2021-01-10,63759010.0,61085596.0,67064477.0,75197006.0,1,1,1,2021,0
4267,Iowa,2021-01-17,61756295.0,63759010.0,61554063.0,72152021.0,1,2,1,2021,0
6116,Iowa,2021-01-24,63355696.0,61756295.0,65202298.0,77381431.0,1,3,1,2021,0
7922,Iowa,2021-01-31,64409990.0,63355696.0,64664951.0,80322689.0,1,4,1,2021,0
1515,Iowa,2021-02-07,64829760.0,64409990.0,67615055.0,76363182.0,2,5,1,2021,0
3536,Iowa,2021-02-14,63001780.0,64829760.0,62352024.0,76522154.0,2,6,1,2021,0
5385,Iowa,2021-02-21,64439883.0,63001780.0,61085596.0,72772273.0,2,7,1,2021,0
7234,Iowa,2021-02-28,67613100.0,64439883.0,63759010.0,75647606.0,2,8,1,2021,0
1558,Iowa,2021-03-07,70225990.0,67613100.0,61756295.0,74943873.0,3,9,1,2021,0
3579,Iowa,2021-03-14,76630967.0,70225990.0,63355696.0,73974142.0,3,10,1,2021,0
5428,Iowa,2021-03-21,73557244.0,76630967.0,64409990.0,73771597.0,3,11,1,2021,0
7277,Iowa,2021-03-28,65324667.0,73557244.0,64829760.0,73745120.0,3,12,1,2021,0
1300,Iowa,2021-04-04,73011510.0,65324667.0,63001780.0,72476738.0,4,13,2,2021,0
1816,Iowa,2021-04-11,70719000.0,73011510.0,64439883.0,67693988.0,4,14,2,2021,0
4525,Iowa,2021-04-18,70207099.0,70719000.0,67613100.0,68574622.0,4,15,2,2021,0
6374,Iowa,2021-04-25,73279235.0,70207099.0,70225990.0,67464351.0,4,16,2,2021,0
1171,Iowa,2021-05-02,79067028.0,73279235.0,76630967.0,67069562.0,5,17,2,2021,0
1687,Iowa,2021-05-09,76275585.0,79067028.0,73557244.0,68954557.0,5,18,2,2021,0
4138,Iowa,2021-05-16,75215701.0,76275585.0,65324667.0,66751333.0,5,19,2,2021,0
5987,Iowa,2021-05-23,76143300.0,75215701.0,73011510.0,64181269.0,5,20,2,2021,0
7793,Iowa,2021-05-30,77550280.0,76143300.0,70719000.0,65694281.0,5,21,2,2021,0
1472,Iowa,2021-06-06,84625327.0,77550280.0,70207099.0,67146619.0,6,22,2,2021,0
3321,Iowa,2021-06-13,84954704.0,84625327.0,73279235.0,65557144.0,6,23,2,2021,0
5170,Iowa,2021-06-20,81627169.0,84954704.0,79067028.0,67064477.0,6,24,2,2021,0
7019,Iowa,2021-06-27,78577608.0,81627169.0,76275585.0,61554063.0,6,25,2,2021,0
1343,Iowa,2021-07-04,86352759.0,78577608.0,75215701.0,65202298.0,7,26,3,2021,0
1859,Iowa,2021-07-11,79246251.0,86352759.0,76143300.0,64664951.0,7,27,3,2021,0
4568,Iowa,2021-07-18,79597243.0,79246251.0,77550280.0,67615055.0,7,28,3,2021,0
6417,Iowa,2021-07-25,81060402.0,79597243.0,84625327.0,62352024.0,7,29,3,2021,0
1128,Iowa,2021-08-01,79648389.0,81060402.0,84954704.0,61085596.0,8,30,3,2021,0
1644,Iowa,2021-08-08,80043512.0,79648389.0,81627169.0,63759010.0,8,31,3,2021,0
3880,Iowa,2021-08-15,82384685.0,80043512.0,78577608.0,61756295.0,8,32,3,2021,0
5729,Iowa,2021-08-22,81136830.0,82384685.0,86352759.0,63355696.0,8,33,3,2021,0
7578,Iowa,2021-08-29,79453066.0,81136830.0,79246251.0,64409990.0,8,34,3,2021,0
1386,Iowa,2021-09-05,79767883.0,79453066.0,79597243.0,64829760.0,9,35,3,2021,0
1902,Iowa,2021-09-12,73285694.0,79767883.0,81060402.0,63001780.0,9,36,3,2021,0
4998,Iowa,2021-09-19,75359497.0,73285694.0,79648389.0,64439883.0,9,37,3,2021,0
6847,Iowa,2021-09-26,74902560.0,75359497.0,80043512.0,67613100.0,9,38,3,2021,0
1257,Iowa,2021-10-03,107123241.0,74902560.0,82384685.0,70225990.0,10,39,4,2021,0
1773,Iowa,2021-10-10,106932039.0,107123241.0,81136830.0,76630967.0,10,40,4,2021,0
4439,Iowa,2021-10-17,103822589.0,106932039.0,79453066.0,73557244.0,10,41,4,2021,0
6288,Iowa,2021-10-24,101866411.0,103822589.0,79767883.0,65324667.0,10,42,4,2021,0
8051,Iowa,2021-10-31,100572084.0,101866411.0,73285694.0,73011510.0,10,43,4,2021,0
1601,Iowa,2021-11-07,103094970.0,100572084.0,75359497.0,70719000.0,11,44,4,2021,0
3708,Iowa,2021-11-14,103832897.0,103094970.0,74902560.0,70207099.0,11,45,4,2021,0
5557,Iowa,2021-11-21,102844373.0,103832897.0,107123241.0,73279235.0,11,46,4,2021,0
7406,Iowa,2021-11-28,96761843.0,102844373.0,106932039.0,79067028.0,11,47,4,2021,0
1429,Iowa,2021-12-05,102169961.0,96761843.0,103822589.0,76275585.0,12,48,4,2021,0
