,State,Date,Total,lag_1,lag_7,lag_30,month,week,quarter,year,is_holiday
86,Alabama,2019-10-06,129106730.0,,,,10,40,4,2019,0
3397,Alabama,2019-10-13,123782286.0,129106730.0,,,10,41,4,2019,0
5246,Alabama,2019-10-20,116218909.0,123782286.0,,,10,42,4,2019,0
7095,Alabama,2019-10-27,109968011.0,116218909.0,,,10,43,4,2019,0
43,Alabama,2019-11-03,112189104.0,109968011.0,,,11,44,4,2019,0
172,Alabama,2019-11-10,110932913.0,112189104.0,,,11,45,4,2019,0
4472,Alabama,2019-11-17,109056410.0,110932913.0,,,11,46,4,2019,0
6321,Alabama,2019-11-24,113040422.0,109056410.0,129106730.0,,11,47,4,2019,0
0,Alabama,2019-12-01,109574036.0,113040422.0,123782286.0,,12,48,4,2019,0
129,Alabama,2019-12-08,108083724.0,109574036.0,116218909.0,,12,49,4,2019,0
3956,Alabama,2019-12-15,108528456.0,108083724.0,109968011.0,,12,50,4,2019,0
5805,Alabama,2019-12-22,116541575.0,108528456.0,112189104.0,,12,51,4,2019,0
7654,Alabama,2019-12-29,106949922.0,116541575.0,110932913.0,,12,52,4,2019,0
473,Alabama,2020-01-05,104239954.0,106949922.0,109056410.0,,1,1,1,2020,0
989,Alabama,2020-01-12,108717628.0,104239954.0,113040422.0,,1,2,1,2020,0
4730,Alabama,2020-01-19,105904866.0,108717628.0,109574036.0,,1,3,1,2020,0
6579,Alabama,2020-01-26,106265737.0,105904866.0,108083724.0,,1,4,1,2020,0
301,Alabama,2020-02-02,108358280.0,106265737.0,108528456.0,,2,5,1,2020,0
817,Alabama,2020-02-09,109022482.0,108358280.0,116541575.0,,2,6,1,2020,0
4042,Alabama,2020-02-16,107397612.0,109022482.0,106949922.0,,2,7,1,2020,0
5891,Alabama,2020-02-23,107801054.0,107397612.0,104239954.0,,2,8,1,2020,0
215,Alabama,2020-03-01,116651493.0,107801054.0,108717628.0,,3,9,1,2020,0
731,Alabama,2020-03-08,119441834.0,116651493.0,105904866.0,,3,10,1,2020,0
3784,Alabama,2020-03-15,132632134.0,119441834.0,106265737.0,,3,11,1,2020,0
5633,Alabama,2020-03-22,127145065.0,132632134.0,108358280.0,,3,12,1,2020,0
7482,Alabama,2020-03-29,116657084.0,127145065.0,109022482.0,,3,13,1,2020,0
516,Alabama,2020-04-05,123259529.0,116657084.0,107397612.0,,4,14,2,2020,0
1032,Alabama,2020-04-12,117506179.0,123259529.0,107801054.0,,4,15,2,2020,0
4859,Alabama,2020-04-19,117742073.0,117506179.0,116651493.0,,4,16,2,2020,0
6708,Alabama,2020-04-26,118114595.0,117742073.0,119441834.0,,4,17,2,2020,0
387,Alabama,2020-05-03,128066131.0,118114595.0,132632134.0,129106730.0,5,18,2,2020,0
903,Alabama,2020-05-10,127906087.0,128066131.0,127145065.0,123782286.0,5,19,2,2020,0
4343,Alabama,2020-05-17,130340051.0,127906087.0,116657084.0,116218909.0,5,20,2,2020,0
6192,Alabama,2020-05-24,134708619.0,130340051.0,123259529.0,109968011.0,5,21,2,2020,0
7955,Alabama,2020-05-31,129887877.0,134708619.0,117506179.0,112189104.0,5,22,2,2020,0
688,Alabama,2020-06-07,132304541.0,129887877.0,117742073.0,110932913.0,6,23,2,2020,0
3612,Alabama,2020-06-14,131401893.0,132304541.0,118114595.0,109056410.0,6,24,2,2020,0
5461,Alabama,2020-06-21,133712552.0,131401893.0,128066131.0,113040422.0,6,25,2,2020,0
7310,Alabama,2020-06-28,132320128.0,133712552.0,127906087.0,109574036.0,6,26,2,2020,0
559,Alabama,2020-07-05,138414683.0,132320128.0,130340051.0,108083724.0,7,27,3,2020,0
1075,Alabama,2020-07-12,129799793.0,138414683.0,134708619.0,108528456.0,7,28,3,2020,0
4945,Alabama,2020-07-19,133548791.0,129799793.0,129887877.0,116541575.0,7,29,3,2020,0
6794,Alabama,2020-07-26,132657649.0,133548791.0,132304541.0,106949922.0,7,30,3,2020,0
344,Alabama,2020-08-02,131945461.0,132657649.0,131401893.0,104239954.0,8,31,3,2020,0
860,Alabama,2020-08-09,137744835.0,131945461.0,133712552.0,108717628.0,8,32,3,2020,0
4171,Alabama,2020-08-16,137880677.0,137744835.0,132320128.0,105904866.0,8,33,3,2020,0
6020,Alabama,2020-08-23,131642695.0,137880677.0,138414683.0,106265737.0,8,34,3,2020,0
7826,Alabama,2020-08-30,128713002.0,131642695.0,129799793.0,108358280.0,8,35,3,2020,0
602,Alabama,2020-09-06,137905687.0,128713002.0,133548791.0,109022482.0,9,36,3,2020,0
3354,Alabama,2020-09-13,134469488.0,137905687.0,132657649.0,107397612.0,9,37,3,2020,0
5203,Alabama,2020-09-20,129079260.0,134469488.0,131945461.0,107801054.0,9,38,3,2020,0
7052,Alabama,2020-09-27,127614100.0,129079260.0,137744835.0,116651493.0,9,39,3,2020,0
430,Alabama,2020-10-04,133713630.0,127614100.0,137880677.0,119441834.0,10,40,4,2020,0
946,Alabama,2020-10-11,128170886.0,133713630.0,131642695.0,132632134.0,10,41,4,2020,0
4644,Alabama,2020-10-18,122464550.0,128170886.0,128713002.0,127145065.0,10,42,4,2020,0
6493,Alabama,2020-10-25,121301025.0,122464550.0,137905687.0,116657084.0,10,43,4,2020,0
258,Alabama,2020-11-01,120522114.0,121301025.0,134469488.0,123259529.0,11,44,4,2020,0
774,Alabama,2020-11-08,120902500.0,120522114.0,129079260.0,117506179.0,11,45,4,2020,0
3913,Alabama,2020-11-15,117987142.0,120902500.0,127614100.0,117742073.0,11,46,4,2020,0
5762,Alabama,2020-11-22,124645965.0,117987142.0,133713630.0,118114595.0,11,47,4,2020,0
7611,Alabama,2020-11-29,118491656.0,124645965.0,128170886.0,128066131.0,11,48,4,2020,0
645,Alabama,2020-12-06,116104621.0,118491656.0,122464550.0,127906087.0,12,49,4,2020,0
3483,Alabama,2020-12-13,116502691.0,116104621.0,121301025.0,130340051.0,12,50,4,2020,0
5332,Alabama,2020-12-20,122244236.0,116502691.0,120522114.0,134708619.0,12,51,4,2020,0
7181,Alabama,2020-12-27,115522663.0,122244236.0,120902500.0,129887877.0,12,52,4,2020,0
1204,Alabama,2021-01-03,115331048.0,115522663.0,117987142.0,132304541.0,1,53,1,2021,0
1720,Alabama,2021-01-10,117780959.0,115331048.0,124645965.0,131401893.0,1,1,1,2021,0
4257,Alabama,2021-01-17,115816664.0,117780959.0,118491656.0,133712552.0,1,2,1,2021,0
6106,Alabama,2021-01-24,113870548.0,115816664.0,116104621.0,132320128.0,1,3,1,2021,0
7912,Alabama,2021-01-31,115802738.0,113870548.0,116502691.0,138414683.0,1,4,1,2021,0
1505,Alabama,2021-02-07,117468184.0,115802738.0,122244236.0,129799793.0,2,5,1,2021,0
3526,Alabama,2021-02-14,115644582.0,117468184.0,115522663.0,133548791.0,2,6,1,2021,0
5375,Alabama,2021-02-21,112186375.0,115644582.0,115331048.0,132657649.0,2,7,1,2021,0
7224,Alabama,2021-02-28,124158003.0,112186375.0,117780959.0,131945461.0,2,8,1,2021,0
1548,Alabama,2021-03-07,126283023.0,124158003.0,115816664.0,137744835.0,3,9,1,2021,0
3569,Alabama,2021-03-14,143739698.0,126283023.0,113870548.0,137880677.0,3,10,1,2021,0
5418,Alabama,2021-03-21,138119750.0,143739698.0,115802738.0,131642695.0,3,11,1,2021,0
7267,Alabama,2021-03-28,124801756.0,138119750.0,117468184.0,128713002.0,3,12,1,2021,0
1290,Alabama,2021-04-04,131843895.0,124801756.0,115644582.0,137905687.0,4,13,2,2021,0
1806,Alabama,2021-04-11,126097509.0,131843895.0,112186375.0,134469488.0,4,14,2,2021,0
4515,Alabama,2021-04-18,126192682.0,126097509.0,124158003.0,129079260.0,4,15,2,2021,0
6364,Alabama,2021-04-25,127348328.0,126192682.0,126283023.0,127614100.0,4,16,2,2021,0
1161,Alabama,2021-05-02,134697460.0,127348328.0,143739698.0,133713630.0,5,17,2,2021,0
1677,Alabama,2021-05-09,136554064.0,134697460.0,138119750.0,128170886.0,5,18,2,2021,0
4128,Alabama,2021-05-16,135462842.0,136554064.0,124801756.0,122464550.0,5,19,2,2021,0
5977,Alabama,2021-05-23,140446890.0,135462842.0,131843895.0,121301025.0,5,20,2,2021,0
7783,Alabama,2021-05-30,139935911.0,140446890.0,126097509.0,120522114.0,5,21,2,2021,0
1462,Alabama,2021-06-06,140893518.0,139935911.0,126192682.0,120902500.0,6,22,2,2021,0
3311,Alabama,2021-06-13,137083192.0,140893518.0,127348328.0,117987142.0,6,23,2,2021,0
5160,Alabama,2021-06-20,144489981.0,137083192.0,134697460.0,124645965.0,6,24,2,2021,0
7009,Alabama,2021-06-27,140720826.0,144489981.0,136554064.0,118491656.0,6,25,2,2021,0
1333,Alabama,2021-07-04,150209239.0,140720826.0,135462842.0,116104621.0,7,26,3,2021,0
1849,Alabama,2021-07-11,137692247.0,150209239.0,140446890.0,116502691.0,7,27,3,2021,0
4558,Alabama,2021-07-18,143840884.0,137692247.0,139935911.0,122244236.0,7,28,3,2021,0
6407,Alabama,2021-07-25,143718288.0,143840884.0,140893518.0,115522663.0,7,29,3,2021,0
1118,Alabama,2021-08-01,146096098.0,143718288.0,137083192.0,115331048.0,8,30,3,2021,0
1634,Alabama,2021-08-08,151796623.0,146096098.0,144489981.0,117780959.0,8,31,3,2021,0
3870,Alabama,2021-08-15,149096388.0,151796623.0,140720826.0,115816664.0,8,32,3,2021,0
5719,Alabama,2021-08-22,142623393.0,149096388.0,150209239.0,113870548.0,8,33,3,2021,0
7568,Alabama,2021-08-29,140962323.0,142623393.0,137692247.0,115802738.0,8,34,3,2021,0
1376,Alabama,2021-09-05,148892734.0,140962323.0,143840884.0,117468184.0,9,35,3,2021,0
1892,Alabama,2021-09-12,142022733.0,148892734.0,143718288.0,115644582.0,9,36,3,2021,0
4988,Alabama,2021-09-19,133797917.0,142022733.0,146096098.0,112186375.0,9,37,3,2021,0
6837,Alabama,2021-09-26,133378009.0,133797917.0,151796623.0,124158003.0,9,38,3,2021,0
1247,Alabama,2021-10-03,203436378.0,133378009.0,149096388.0,126283023.0,10,39,4,2021,0
1763,Alabama,2021-10-10,198855812.0,203436378.0,142623393.0,143739698.0,10,40,4,2021,0
4429,Alabama,2021-10-17,195850755.0,198855812.0,140962323.0,138119750.0,10,41,4,2021,0
6278,Alabama,2021-10-24,189687422.0,195850755.0,148892734.0,124801756.0,10,42,4,2021,0
8041,Alabama,2021-10-31,189048085.0,189687422.0,142022733.0,131843895.0,10,43,4,2021,0
1591,Alabama,2021-11-07,184678477.0,189048085.0,133797917.0,126097509.0,11,44,4,2021,0
3698,Alabama,2021-11-14,184911321.0,184678477.0,133378009.0,126192682.0,11,45,4,2021,0
5547,Alabama,2021-11-21,190608741.0,184911321.0,203436378.0,127348328.0,11,46,4,2021,0
7396,Alabama,2021-11-28,177133617.0,190608741.0,198855812.0,134697460.0,11,47,4,2021,0
1419,Alabama,2021-12-05,180600248.0,177133617.0,195850755.0,136554064.0,12,48,4,2021,0
1935,Alabama,2021-12-12,182041354.0,180600248.0,189687422.0,135462842.0,12,49,4,2021,0
5031,Alabama,2021-12-19,189045387.0,182041354.0,189048085.0,140446890.0,12,50,4,2021,0
6880,Alabama,2021-12-26,183210806.0,189045387.0,184678477.0,139935911.0,12,51,4,2021,0
2021,Alabama,2022-01-02,179002839.0,183210806.0,184911321.0,140893518.0,1,52,1,2022,0
2537,Alabama,2022-01-09,178676924.0,179002839.0,190608741.0,137083192.0,1,1,1,2022,0
3999,Alabama,2022-01-16,180918293.0,178676924.0,177133617.0,144489981.0,1,2,1,2022,0
5848,Alabama,2022-01-23,177754219.0,180918293.0,180600248.0,140720826.0,1,3,1,2022,0
7697,Alabama,2022-01-30,179630073.0,177754219.0,182041354.0,150209239.0,1,4,1,2022,0
2322,Alabama,2022-02-06,184970125.0,179630073.0,189045387.0,137692247.0,2,5,1,2022,0
3225,Alabama,2022-02-13,181195482.0,184970125.0,183210806.0,143840884.0,2,6,1,2022,0
5074,Alabama,2022-02-20,178404182.0,181195482.0,179002839.0,143718288.0,2,7,1,2022,0
6923,Alabama,2022-02-27,192108735.0,178404182.0,178676924.0,146096098.0,2,8,1,2022,0
2365,Alabama,2022-03-06,197917628.0,192108735.0,180918293.0,151796623.0,3,9,1,2022,0
3268,Alabama,2022-03-13,194057784.0,197917628.0,177754219.0,149096388.0,3,10,1,2022,0
5117,Alabama,2022-03-20,194303303.0,194057784.0,179630073.0,142623393.0,3,11,1,2022,0
6966,Alabama,2022-03-27,195635389.0,194303303.0,184970125.0,140962323.0,3,12,1,2022,0
2107,Alabama,2022-04-03,200427370.0,195635389.0,181195482.0,148892734.0,4,13,2,2022,0
2623,Alabama,2022-04-10,202888791.0,200427370.0,178404182.0,142022733.0,4,14,2,2022,0
4300,Alabama,2022-04-17,199965775.0,202888791.0,192108735.0,133797917.0,4,15,2,2022,0
6149,Alabama,2022-04-24,197876829.0,199965775.0,197917628.0,133378009.0,4,16,2,2022,0
1978,Alabama,2022-05-01,207976103.0,197876829.0,194057784.0,203436378.0,5,17,2,2022,0
2494,Alabama,2022-05-08,207537233.0,207976103.0,194303303.0,198855812.0,5,18,2,2022,0
3827,Alabama,2022-05-15,208193477.0,207537233.0,195635389.0,195850755.0,5,19,2,2022,0
5676,Alabama,2022-05-22,219547509.0,208193477.0,200427370.0,189687422.0,5,20,2,2022,0
7525,Alabama,2022-05-29,212449962.0,219547509.0,202888791.0,189048085.0,5,21,2,2022,0
2279,Alabama,2022-06-05,209711182.0,212449962.0,199965775.0,184678477.0,6,22,2,2022,0
2795,Alabama,2022-06-12,209838488.0,209711182.0,197876829.0,184911321.0,6,23,2,2022,0
4902,Alabama,2022-06-19,220358695.0,209838488.0,207976103.0,190608741.0,6,24,2,2022,0
6751,Alabama,2022-06-26,220100179.0,220358695.0,207537233.0,177133617.0,6,25,2,2022,0
2150,Alabama,2022-07-03,226966251.0,220100179.0,208193477.0,180600248.0,7,26,3,2022,0
2666,Alabama,2022-07-10,212433149.0,226966251.0,219547509.0,182041354.0,7,27,3,2022,0
4386,Alabama,2022-07-17,212769923.0,212433149.0,212449962.0,189045387.0,7,28,3,2022,0
6235,Alabama,2022-07-24,215436686.0,212769923.0,209711182.0,183210806.0,7,29,3,2022,0
7998,Alabama,2022-07-31,221654891.0,215436686.0,209838488.0,179002839.0,7,30,3,2022,0
2451,Alabama,2022-08-07,226809535.0,221654891.0,220358695.0,178676924.0,8,31,3,2022,0
3655,Alabama,2022-08-14,224323610.0,226809535.0,220100179.0,180918293.0,8,32,3,2022,0
5504,Alabama,2022-08-21,215153556.0,224323610.0,226966251.0,177754219.0,8,33,3,2022,0
7353,Alabama,2022-08-28,215670829.0,215153556.0,212433149.0,179630073.0,8,34,3,2022,0
2193,Alabama,2022-09-04,227759611.0,215670829.0,212769923.0,184970125.0,9,35,3,2022,0
2709,Alabama,2022-09-11,215165395.0,227759611.0,215436686.0,181195482.0,9,36,3,2022,0
4601,Alabama,2022-09-18,213270228.0,215165395.0,221654891.0,178404182.0,9,37,3,2022,0
6450,Alabama,2022-09-25,215556916.0,213270228.0,226809535.0,192108735.0,9,38,3,2022,0
2064,Alabama,2022-10-02,218622107.0,215556916.0,224323610.0,197917628.0,10,39,4,2022,0
2580,Alabama,2022-10-09,211016006.0,218622107.0,215153556.0,194057784.0,10,40,4,2022,0
4214,Alabama,2022-10-16,204418181.0,211016006.0,215670829.0,194303303.0,10,41,4,2022,0
6063,Alabama,2022-10-23,198480435.0,204418181.0,227759611.0,195635389.0,10,42,4,2022,0
7869,Alabama,2022-10-30,194245502.0,198480435.0,215165395.0,200427370.0,10,43,4,2022,0
2408,Alabama,2022-11-06,197814663.0,194245502.0,213270228.0,202888791.0,11,44,4,2022,0
3440,Alabama,2022-11-13,194267617.0,197814663.0,215556916.0,199965775.0,11,45,4,2022,0
5289,Alabama,2022-11-20,197053090.0,194267617.0,218622107.0,197876829.0,11,46,4,2022,0
7138,Alabama,2022-11-27,192420637.0,197053090.0,211016006.0,207976103.0,11,47,4,2022,0
2236,Alabama,2022-12-04,191867741.0,192420637.0,204418181.0,207537233.0,12,48,4,2022,0
2752,Alabama,2022-12-11,194239369.0,191867741.0,198480435.0,208193477.0,12,49,4,2022,0
4687,Alabama,2022-12-18,200415284.0,194239369.0,194245502.0,219547509.0,12,50,4,2022,0
6536,Alabama,2022-12-25,200741724.0,200415284.0,197814663.0,212449962.0,12,51,4,2022,0
2838,Alabama,2023-01-01,184497797.0,200741724.0,194267617.0,209711182.0,1,52,1,2023,0
3053,Alabama,2023-01-08,186490148.0,184497797.0,197053090.0,209838488.0,1,1,1,2023,0
3741,Alabama,2023-01-15,185544784.0,186490148.0,192420637.0,220358695.0,1,2,1,2023,0
5590,Alabama,2023-01-22,182246125.0,185544784.0,191867741.0,220100179.0,1,3,1,2023,0
7439,Alabama,2023-01-29,183105938.0,182246125.0,194239369.0,226966251.0,1,4,1,2023,0
2924,Alabama,2023-02-05,192305584.0,183105938.0,200415284.0,212433149.0,2,5,1,2023,0
3139,Alabama,2023-02-12,191999971.0,192305584.0,200741724.0,212769923.0,2,6,1,2023,0
4773,Alabama,2023-02-19,191443698.0,191999971.0,184497797.0,215436686.0,2,7,1,2023,0
6622,Alabama,2023-02-26,199003416.0,191443698.0,186490148.0,221654891.0,2,8,1,2023,0
2967,Alabama,2023-03-05,209478343.0,199003416.0,185544784.0,226809535.0,3,9,1,2023,0
3182,Alabama,2023-03-12,218905536.0,209478343.0,182246125.0,224323610.0,3,10,1,2023,0
4816,Alabama,2023-03-19,210866567.0,218905536.0,183105938.0,215153556.0,3,11,1,2023,0
6665,Alabama,2023-03-26,202214026.0,210866567.0,192305584.0,215670829.0,3,12,1,2023,0
2881,Alabama,2023-04-02,205535419.0,202214026.0,191999971.0,227759611.0,4,13,2,2023,0
3096,Alabama,2023-04-09,202345732.0,205535419.0,191443698.0,215165395.0,4,14,2,2023,0
4085,Alabama,2023-04-16,203132041.0,202345732.0,199003416.0,213270228.0,4,15,2,2023,0
5934,Alabama,2023-04-23,206852539.0,203132041.0,209478343.0,215556916.0,4,16,2,2023,0
7740,Alabama,2023-04-30,211451723.0,206852539.0,218905536.0,218622107.0,4,17,2,2023,0
3010,Alabama,2023-05-07,219573277.0,211451723.0,210866567.0,211016006.0,5,18,2,2023,0
87,Arizona,2019-10-06,119877789.0,219573277.0,202214026.0,204418181.0,10,40,4,2019,0
3398,Arizona,2019-10-13,117122712.0,119877789.0,205535419.0,198480435.0,10,41,4,2019,0
5247,Arizona,2019-10-20,116127754.0,117122712.0,202345732.0,194245502.0,10,42,4,2019,0
7096,Arizona,2019-10-27,115216831.0,116127754.0,203132041.0,197814663.0,10,43,4,2019,0
44,Arizona,2019-11-03,115424159.0,115216831.0,206852539.0,194267617.0,11,44,4,2019,0
173,Arizona,2019-11-10,120785283.0,115424159.0,211451723.0,197053090.0,11,45,4,2019,0
4473,Arizona,2019-11-17,116490977.0,120785283.0,219573277.0,192420637.0,11,46,4,2019,0
6322,Arizona,2019-11-24,114640798.0,116490977.0,119877789.0,191867741.0,11,47,4,2019,0
1,Arizona,2019-12-01,109101595.0,114640798.0,117122712.0,194239369.0,12,48,4,2019,0
130,Arizona,2019-12-08,110405117.0,109101595.0,116127754.0,200415284.0,12,49,4,2019,0
3957,Arizona,2019-12-15,110395321.0,110405117.0,115216831.0,200741724.0,12,50,4,2019,0
5806,Arizona,2019-12-22,117291974.0,110395321.0,115424159.0,184497797.0,12,51,4,2019,0
7655,Arizona,2019-12-29,108536780.0,117291974.0,120785283.0,186490148.0,12,52,4,2019,0
474,Arizona,2020-01-05,109641291.0,108536780.0,116490977.0,185544784.0,1,1,1,2020,0
990,Arizona,2020-01-12,110420623.0,109641291.0,114640798.0,182246125.0,1,2,1,2020,0
4731,Arizona,2020-01-19,110294022.0,110420623.0,109101595.0,183105938.0,1,3,1,2020,0
6580,Arizona,2020-01-26,109185129.0,110294022.0,110405117.0,192305584.0,1,4,1,2020,0
302,Arizona,2020-02-02,115328264.0,109185129.0,110395321.0,191999971.0,2,5,1,2020,0
818,Arizona,2020-02-09,111821590.0,115328264.0,117291974.0,191443698.0,2,6,1,2020,0
4043,Arizona,2020-02-16,110562942.0,111821590.0,108536780.0,199003416.0,2,7,1,2020,0
5892,Arizona,2020-02-23,110993229.0,110562942.0,109641291.0,209478343.0,2,8,1,2020,0
216,Arizona,2020-03-01,118349206.0,110993229.0,110420623.0,218905536.0,3,9,1,2020,0
732,Arizona,2020-03-08,127985444.0,118349206.0,110294022.0,210866567.0,3,10,1,2020,0
3785,Arizona,2020-03-15,139557887.0,127985444.0,109185129.0,202214026.0,3,11,1,2020,0
5634,Arizona,2020-03-22,135979843.0,139557887.0,115328264.0,205535419.0,3,12,1,2020,0
7483,Arizona,2020-03-29,119847336.0,135979843.0,111821590.0,202345732.0,3,13,1,2020,0
517,Arizona,2020-04-05,125962618.0,119847336.0,110562942.0,203132041.0,4,14,2,2020,0
1033,Arizona,2020-04-12,123654446.0,125962618.0,110993229.0,206852539.0,4,15,2,2020,0
4860,Arizona,2020-04-19,125902822.0,123654446.0,118349206.0,211451723.0,4,16,2,2020,0
6709,Arizona,2020-04-26,127294783.0,125902822.0,127985444.0,219573277.0,4,17,2,2020,0
388,Arizona,2020-05-03,134864797.0,127294783.0,139557887.0,119877789.0,5,18,2,2020,0
904,Arizona,2020-05-10,136028525.0,134864797.0,135979843.0,117122712.0,5,19,2,2020,0
4344,Arizona,2020-05-17,130942705.0,136028525.0,119847336.0,116127754.0,5,20,2,2020,0
6193,Arizona,2020-05-24,131535235.0,130942705.0,125962618.0,115216831.0,5,21,2,2020,0
7956,Arizona,2020-05-31,131413795.0,131535235.0,123654446.0,115424159.0,5,22,2,2020,0
689,Arizona,2020-06-07,138359363.0,131413795.0,125902822.0,120785283.0,6,23,2,2020,0
3613,Arizona,2020-06-14,139014231.0,138359363.0,127294783.0,116490977.0,6,24,2,2020,0
5462,Arizona,2020-06-21,134529099.0,139014231.0,134864797.0,114640798.0,6,25,2,2020,0
7311,Arizona,2020-06-28,135096231.0,134529099.0,136028525.0,109101595.0,6,26,2,2020,0
560,Arizona,2020-07-05,144153475.0,135096231.0,130942705.0,110405117.0,7,27,3,2020,0
1076,Arizona,2020-07-12,136606142.0,144153475.0,131535235.0,110395321.0,7,28,3,2020,0
4946,Arizona,2020-07-19,135991553.0,136606142.0,131413795.0,117291974.0,7,29,3,2020,0
6795,Arizona,2020-07-26,132190421.0,135991553.0,138359363.0,108536780.0,7,30,3,2020,0
345,Arizona,2020-08-02,135907144.0,132190421.0,139014231.0,109641291.0,8,31,3,2020,0
861,Arizona,2020-08-09,139932969.0,135907144.0,134529099.0,110420623.0,8,32,3,2020,0
4172,Arizona,2020-08-16,139367250.0,139932969.0,135096231.0,110294022.0,8,33,3,2020,0
6021,Arizona,2020-08-23,135396922.0,139367250.0,144153475.0,109185129.0,8,34,3,2020,0
7827,Arizona,2020-08-30,135895403.0,135396922.0,136606142.0,115328264.0,8,35,3,2020,0
603,Arizona,2020-09-06,140717021.0,135895403.0,135991553.0,111821590.0,9,36,3,2020,0
3355,Arizona,2020-09-13,132210326.0,140717021.0,132190421.0,110562942.0,9,37,3,2020,0
5204,Arizona,2020-09-20,130208125.0,132210326.0,135907144.0,110993229.0,9,38,3,2020,0
7053,Arizona,2020-09-27,127220754.0,130208125.0,139932969.0,118349206.0,9,39,3,2020,0
431,Arizona,2020-10-04,132505937.0,127220754.0,139367250.0,127985444.0,10,40,4,2020,0
947,Arizona,2020-10-11,133872032.0,132505937.0,135396922.0,139557887.0,10,41,4,2020,0
4645,Arizona,2020-10-18,130530706.0,133872032.0,135895403.0,135979843.0,10,42,4,2020,0
6494,Arizona,2020-10-25,125675792.0,130530706.0,140717021.0,119847336.0,10,43,4,2020,0
259,Arizona,2020-11-01,123994824.0,125675792.0,132210326.0,125962618.0,11,44,4,2020,0
775,Arizona,2020-11-08,130904551.0,123994824.0,130208125.0,123654446.0,11,45,4,2020,0
3914,Arizona,2020-11-15,123016313.0,130904551.0,127220754.0,125902822.0,11,46,4,2020,0
5763,Arizona,2020-11-22,126324975.0,123016313.0,132505937.0,127294783.0,11,47,4,2020,0
7612,Arizona,2020-11-29,119295868.0,126324975.0,133872032.0,134864797.0,11,48,4,2020,0
646,Arizona,2020-12-06,118392564.0,119295868.0,130530706.0,136028525.0,12,49,4,2020,0
3484,Arizona,2020-12-13,120157853.0,118392564.0,125675792.0,130942705.0,12,50,4,2020,0
5333,Arizona,2020-12-20,123308776.0,120157853.0,123994824.0,131535235.0,12,51,4,2020,0
7182,Arizona,2020-12-27,117662825.0,123308776.0,130904551.0,131413795.0,12,52,4,2020,0
1205,Arizona,2021-01-03,119728725.0,117662825.0,123016313.0,138359363.0,1,53,1,2021,0
1721,Arizona,2021-01-10,121976001.0,119728725.0,126324975.0,139014231.0,1,1,1,2021,0
4258,Arizona,2021-01-17,123411183.0,121976001.0,119295868.0,134529099.0,1,2,1,2021,0
6107,Arizona,2021-01-24,118460351.0,123411183.0,118392564.0,135096231.0,1,3,1,2021,0
7913,Arizona,2021-01-31,119030151.0,118460351.0,120157853.0,144153475.0,1,4,1,2021,0
1506,Arizona,2021-02-07,126877371.0,119030151.0,123308776.0,136606142.0,2,5,1,2021,0
3527,Arizona,2021-02-14,123255297.0,126877371.0,117662825.0,135991553.0,2,6,1,2021,0
5376,Arizona,2021-02-21,122351717.0,123255297.0,119728725.0,132190421.0,2,7,1,2021,0
7225,Arizona,2021-02-28,124760494.0,122351717.0,121976001.0,135907144.0,2,8,1,2021,0
1549,Arizona,2021-03-07,136194918.0,124760494.0,123411183.0,139932969.0,3,9,1,2021,0
3570,Arizona,2021-03-14,150363246.0,136194918.0,118460351.0,139367250.0,3,10,1,2021,0
5419,Arizona,2021-03-21,144705321.0,150363246.0,119030151.0,135396922.0,3,11,1,2021,0
7268,Arizona,2021-03-28,125617568.0,144705321.0,126877371.0,135895403.0,3,12,1,2021,0
1291,Arizona,2021-04-04,140912772.0,125617568.0,123255297.0,140717021.0,4,13,2,2021,0
1807,Arizona,2021-04-11,138011956.0,140912772.0,122351717.0,132210326.0,4,14,2,2021,0
4516,Arizona,2021-04-18,134735709.0,138011956.0,124760494.0,130208125.0,4,15,2,2021,0
6365,Arizona,2021-04-25,139157806.0,134735709.0,136194918.0,127220754.0,4,16,2,2021,0
1162,Arizona,2021-05-02,144090339.0,139157806.0,150363246.0,132505937.0,5,17,2,2021,0
1678,Arizona,2021-05-09,152933491.0,144090339.0,144705321.0,133872032.0,5,18,2,2021,0
4129,Arizona,2021-05-16,147870671.0,152933491.0,125617568.0,130530706.0,5,19,2,2021,0
5978,Arizona,2021-05-23,146832911.0,147870671.0,140912772.0,125675792.0,5,20,2,2021,0
7784,Arizona,2021-05-30,149964412.0,146832911.0,138011956.0,123994824.0,5,21,2,2021,0
1463,Arizona,2021-06-06,153270396.0,149964412.0,134735709.0,130904551.0,6,22,2,2021,0
3312,Arizona,2021-06-13,152816611.0,153270396.0,139157806.0,123016313.0,6,23,2,2021,0
5161,Arizona,2021-06-20,154949376.0,152816611.0,144090339.0,126324975.0,6,24,2,2021,0
7010,Arizona,2021-06-27,147305127.0,154949376.0,152933491.0,119295868.0,6,25,2,2021,0
1334,Arizona,2021-07-04,155493045.0,147305127.0,147870671.0,118392564.0,7,26,3,2021,0
1850,Arizona,2021-07-11,150801486.0,155493045.0,146832911.0,120157853.0,7,27,3,2021,0
4559,Arizona,2021-07-18,146199274.0,150801486.0,149964412.0,123308776.0,7,28,3,2021,0
6408,Arizona,2021-07-25,140495761.0,146199274.0,153270396.0,117662825.0,7,29,3,2021,0
